Transaction_ID,Timestamp,Amount,Payment_Method,IP_Address,Location,Device_Info,Label
115340,2024-01-11 15:40:00,122.39,Debit Card,192.168.129.160,"Sydney, Australia",MacBook Pro,Legitimate
115341,2024-01-11 15:41:00,50.03,Credit Card,192.168.199.139,"Sydney, Australia",Android Pixel 6,Legitimate
115342,2024-01-11 15:42:00,31.84,Net Banking,192.168.18.145,"Tokyo, Japan",Windows 10 PC,Legitimate
115343,2024-01-11 15:43:00,0.34,Debit Card,192.168.177.84,"New York, USA",Android Pixel 6,Legitimate
115344,2024-01-11 15:44:00,127.24,Net Banking,192.168.21.234,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115345,2024-01-11 15:45:00,179.46,Net Banking,192.168.29.81,"Berlin, Germany",MacBook Pro,Legitimate
115346,2024-01-11 15:46:00,50.26,Credit Card,192.168.133.128,"New York, USA",MacBook Pro,Legitimate
115347,2024-01-11 15:47:00,83.06,Debit Card,192.168.136.51,"Sydney, Australia",Windows 10 PC,Legitimate
115348,2024-01-11 15:48:00,25.84,Net Banking,192.168.207.28,"Tokyo, Japan",Android Pixel 6,Legitimate
115349,2024-01-11 15:49:00,97.34,Debit Card,192.168.61.28,"Berlin, Germany",iPhone 12,Legitimate
115350,2024-01-11 15:50:00,1.22,Debit Card,192.168.132.210,"New York, USA",Windows 10 PC,Legitimate
115351,2024-01-11 15:51:00,67.07,Net Banking,192.168.21.176,"Berlin, Germany",MacBook Pro,Legitimate
115352,2024-01-11 15:52:00,103.34,PayPal,192.168.118.135,"Mumbai, India",MacBook Pro,Legitimate
115353,2024-01-11 15:53:00,250.34,Net Banking,192.168.114.81,"Sydney, Australia",iPhone 12,Legitimate
115354,2024-01-11 15:54:00,48.02,PayPal,192.168.107.239,"Tokyo, Japan",Android Pixel 6,Legitimate
115355,2024-01-11 15:55:00,144.9,PayPal,192.168.205.67,"Mumbai, India",MacBook Pro,Legitimate
115356,2024-01-11 15:56:00,91.05,PayPal,192.168.39.90,"Tokyo, Japan",Windows 10 PC,Legitimate
115357,2024-01-11 15:57:00,261.75,PayPal,192.168.151.221,"Sydney, Australia",Android Pixel 6,Legitimate
115358,2024-01-11 15:58:00,50.81,Net Banking,192.168.75.234,"Mumbai, India",Android Pixel 6,Legitimate
115359,2024-01-11 15:59:00,38.43,PayPal,192.168.140.231,"New York, USA",MacBook Pro,Legitimate
115360,2024-01-11 16:00:00,218.16,Debit Card,192.168.177.172,"Mumbai, India",Samsung Galaxy S21,Legitimate
115361,2024-01-11 16:01:00,5.05,Net Banking,192.168.131.89,"New York, USA",Windows 10 PC,Legitimate
115362,2024-01-11 16:02:00,14.66,Credit Card,192.168.190.64,"New York, USA",MacBook Pro,Legitimate
115363,2024-01-11 16:03:00,8.6,PayPal,192.168.154.214,"Tokyo, Japan",Windows 10 PC,Legitimate
115364,2024-01-11 16:04:00,185.22,Net Banking,192.168.190.105,"Berlin, Germany",MacBook Pro,Legitimate
115365,2024-01-11 16:05:00,1.07,PayPal,192.168.101.138,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115366,2024-01-11 16:06:00,197.8,Debit Card,192.168.230.41,"New York, USA",Android Pixel 6,Legitimate
115367,2024-01-11 16:07:00,60.01,PayPal,192.168.235.212,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115368,2024-01-11 16:08:00,0.4,Net Banking,192.168.85.91,"Berlin, Germany",Windows 10 PC,Legitimate
115369,2024-01-11 16:09:00,51.36,Debit Card,192.168.165.197,"Berlin, Germany",Android Pixel 6,Legitimate
115370,2024-01-11 16:10:00,20.68,PayPal,192.168.88.61,"Sydney, Australia",MacBook Pro,Legitimate
115371,2024-01-11 16:11:00,97.92,Credit Card,192.168.131.33,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
115372,2024-01-11 16:12:00,113.74,PayPal,192.168.248.25,"New York, USA",Samsung Galaxy S21,Fraudulent
115373,2024-01-11 16:13:00,66.85,PayPal,192.168.230.116,"Mumbai, India",MacBook Pro,Legitimate
115374,2024-01-11 16:14:00,4.14,Debit Card,192.168.53.154,"Mumbai, India",MacBook Pro,Legitimate
115375,2024-01-11 16:15:00,106.75,PayPal,192.168.166.212,"New York, USA",Samsung Galaxy S21,Legitimate
115376,2024-01-11 16:16:00,184.54,Net Banking,192.168.20.53,"Tokyo, Japan",Windows 10 PC,Legitimate
115377,2024-01-11 16:17:00,127.41,Net Banking,192.168.183.220,"Mumbai, India",Samsung Galaxy S21,Legitimate
115378,2024-01-11 16:18:00,177.17,Debit Card,192.168.97.62,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115379,2024-01-11 16:19:00,22.38,Net Banking,192.168.218.41,"Tokyo, Japan",Windows 10 PC,Legitimate
115380,2024-01-11 16:20:00,219.72,Credit Card,192.168.248.109,"Sydney, Australia",MacBook Pro,Legitimate
115381,2024-01-11 16:21:00,38.89,PayPal,192.168.153.196,"New York, USA",Windows 10 PC,Legitimate
115382,2024-01-11 16:22:00,1.35,Debit Card,192.168.147.199,"Mumbai, India",Windows 10 PC,Legitimate
115383,2024-01-11 16:23:00,185.4,Net Banking,192.168.115.209,"New York, USA",Android Pixel 6,Legitimate
115384,2024-01-11 16:24:00,284.42,Credit Card,192.168.180.127,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115385,2024-01-11 16:25:00,106.58,Credit Card,192.168.196.195,"Mumbai, India",Windows 10 PC,Legitimate
115386,2024-01-11 16:26:00,26.32,Debit Card,192.168.242.106,"New York, USA",iPhone 12,Legitimate
115387,2024-01-11 16:27:00,29.0,Debit Card,192.168.4.143,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115388,2024-01-11 16:28:00,62.85,Net Banking,192.168.136.24,"Berlin, Germany",iPhone 12,Legitimate
115389,2024-01-11 16:29:00,228.11,PayPal,192.168.184.165,"Sydney, Australia",iPhone 12,Legitimate
115390,2024-01-11 16:30:00,16.2,Credit Card,192.168.135.127,"Tokyo, Japan",Windows 10 PC,Legitimate
115391,2024-01-11 16:31:00,174.85,Credit Card,192.168.64.158,"Tokyo, Japan",iPhone 12,Legitimate
115392,2024-01-11 16:32:00,34.43,Debit Card,192.168.32.182,"Sydney, Australia",MacBook Pro,Legitimate
115393,2024-01-11 16:33:00,165.33,Credit Card,192.168.123.127,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115394,2024-01-11 16:34:00,252.91,Debit Card,192.168.196.81,"New York, USA",iPhone 12,Legitimate
115395,2024-01-11 16:35:00,55.77,PayPal,192.168.35.239,"New York, USA",Windows 10 PC,Legitimate
115396,2024-01-11 16:36:00,45.42,Debit Card,192.168.83.245,"Berlin, Germany",Android Pixel 6,Legitimate
115397,2024-01-11 16:37:00,162.06,PayPal,192.168.151.188,"Mumbai, India",Windows 10 PC,Legitimate
115398,2024-01-11 16:38:00,75.39,Net Banking,192.168.210.27,"Sydney, Australia",MacBook Pro,Legitimate
115399,2024-01-11 16:39:00,115.34,Debit Card,192.168.59.93,"Tokyo, Japan",Android Pixel 6,Legitimate
115400,2024-01-11 16:40:00,97.51,Net Banking,192.168.230.78,"Tokyo, Japan",MacBook Pro,Legitimate
115401,2024-01-11 16:41:00,16.59,PayPal,192.168.113.72,"Tokyo, Japan",Android Pixel 6,Legitimate
115402,2024-01-11 16:42:00,186.3,Credit Card,192.168.123.38,"New York, USA",Android Pixel 6,Legitimate
115403,2024-01-11 16:43:00,21.79,Net Banking,192.168.158.0,"New York, USA",Android Pixel 6,Legitimate
115404,2024-01-11 16:44:00,269.24,Debit Card,192.168.12.227,"Berlin, Germany",iPhone 12,Legitimate
115405,2024-01-11 16:45:00,28.84,Debit Card,192.168.193.41,"Mumbai, India",Samsung Galaxy S21,Legitimate
115406,2024-01-11 16:46:00,132.38,Net Banking,192.168.164.184,"Sydney, Australia",MacBook Pro,Legitimate
115407,2024-01-11 16:47:00,33.5,Net Banking,192.168.34.36,"Tokyo, Japan",Android Pixel 6,Legitimate
115408,2024-01-11 16:48:00,38.24,Net Banking,192.168.74.249,"Berlin, Germany",iPhone 12,Legitimate
115409,2024-01-11 16:49:00,37.11,Debit Card,192.168.209.126,"Mumbai, India",Windows 10 PC,Legitimate
115410,2024-01-11 16:50:00,137.79,Net Banking,192.168.19.193,"New York, USA",Samsung Galaxy S21,Legitimate
115411,2024-01-11 16:51:00,81.38,Net Banking,192.168.215.246,"Tokyo, Japan",Windows 10 PC,Legitimate
115412,2024-01-11 16:52:00,214.52,PayPal,192.168.207.150,"Sydney, Australia",Android Pixel 6,Legitimate
115413,2024-01-11 16:53:00,36.73,Net Banking,192.168.182.56,"Tokyo, Japan",Android Pixel 6,Legitimate
115414,2024-01-11 16:54:00,117.76,Net Banking,192.168.177.165,"Tokyo, Japan",iPhone 12,Legitimate
115415,2024-01-11 16:55:00,139.82,Debit Card,192.168.46.107,"Sydney, Australia",MacBook Pro,Legitimate
115416,2024-01-11 16:56:00,16.43,Debit Card,192.168.92.127,"Berlin, Germany",Android Pixel 6,Legitimate
115417,2024-01-11 16:57:00,51.18,Credit Card,192.168.157.195,"Sydney, Australia",Android Pixel 6,Legitimate
115418,2024-01-11 16:58:00,65.94,Debit Card,192.168.92.235,"Sydney, Australia",MacBook Pro,Legitimate
115419,2024-01-11 16:59:00,43.96,Debit Card,192.168.121.42,"New York, USA",iPhone 12,Legitimate
115420,2024-01-11 17:00:00,38.88,Debit Card,192.168.117.232,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115421,2024-01-11 17:01:00,115.97,Debit Card,192.168.154.224,"Berlin, Germany",Android Pixel 6,Legitimate
115422,2024-01-11 17:02:00,24.32,Net Banking,192.168.81.63,"Mumbai, India",Windows 10 PC,Legitimate
115423,2024-01-11 17:03:00,123.58,Credit Card,192.168.5.95,"Mumbai, India",Samsung Galaxy S21,Legitimate
115424,2024-01-11 17:04:00,273.4,Debit Card,192.168.30.203,"New York, USA",Samsung Galaxy S21,Legitimate
115425,2024-01-11 17:05:00,83.29,Net Banking,192.168.251.86,"New York, USA",Samsung Galaxy S21,Legitimate
115426,2024-01-11 17:06:00,94.53,Debit Card,192.168.156.130,"Mumbai, India",iPhone 12,Legitimate
115427,2024-01-11 17:07:00,7.14,Credit Card,192.168.96.102,"Mumbai, India",Windows 10 PC,Legitimate
115428,2024-01-11 17:08:00,199.86,PayPal,192.168.219.209,"Berlin, Germany",MacBook Pro,Legitimate
115429,2024-01-11 17:09:00,33.61,PayPal,192.168.107.252,"Mumbai, India",iPhone 12,Legitimate
115430,2024-01-11 17:10:00,95.46,Credit Card,192.168.213.147,"Sydney, Australia",iPhone 12,Legitimate
115431,2024-01-11 17:11:00,386.86,Net Banking,192.168.207.57,"Tokyo, Japan",Android Pixel 6,Legitimate
115432,2024-01-11 17:12:00,90.51,Net Banking,192.168.243.56,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115433,2024-01-11 17:13:00,128.99,Credit Card,192.168.70.240,"Mumbai, India",Samsung Galaxy S21,Legitimate
115434,2024-01-11 17:14:00,58.94,PayPal,192.168.3.41,"Tokyo, Japan",MacBook Pro,Legitimate
115435,2024-01-11 17:15:00,6.23,Debit Card,192.168.101.33,"New York, USA",MacBook Pro,Legitimate
115436,2024-01-11 17:16:00,159.75,PayPal,192.168.227.17,"Mumbai, India",iPhone 12,Legitimate
115437,2024-01-11 17:17:00,3.56,Debit Card,192.168.96.192,"Mumbai, India",iPhone 12,Legitimate
115438,2024-01-11 17:18:00,120.62,Credit Card,192.168.111.152,"New York, USA",Windows 10 PC,Legitimate
115439,2024-01-11 17:19:00,2.32,Credit Card,192.168.172.141,"Mumbai, India",Android Pixel 6,Legitimate
115440,2024-01-11 17:20:00,198.27,Credit Card,192.168.10.120,"Tokyo, Japan",MacBook Pro,Legitimate
115441,2024-01-11 17:21:00,17.15,PayPal,192.168.179.253,"New York, USA",iPhone 12,Legitimate
115442,2024-01-11 17:22:00,72.21,Credit Card,192.168.252.7,"New York, USA",iPhone 12,Legitimate
115443,2024-01-11 17:23:00,90.92,PayPal,192.168.59.41,"Berlin, Germany",Android Pixel 6,Legitimate
115444,2024-01-11 17:24:00,61.17,Net Banking,192.168.143.250,"Mumbai, India",MacBook Pro,Legitimate
115445,2024-01-11 17:25:00,41.67,Debit Card,192.168.166.100,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115446,2024-01-11 17:26:00,63.08,Debit Card,192.168.94.41,"Tokyo, Japan",Android Pixel 6,Legitimate
115447,2024-01-11 17:27:00,37.31,Debit Card,192.168.145.120,"Tokyo, Japan",MacBook Pro,Legitimate
115448,2024-01-11 17:28:00,57.65,Credit Card,192.168.134.131,"New York, USA",Android Pixel 6,Legitimate
115449,2024-01-11 17:29:00,44.46,Debit Card,192.168.95.222,"Berlin, Germany",Android Pixel 6,Legitimate
115450,2024-01-11 17:30:00,83.52,Credit Card,192.168.201.29,"Mumbai, India",Samsung Galaxy S21,Legitimate
115451,2024-01-11 17:31:00,27.17,PayPal,192.168.177.241,"Tokyo, Japan",MacBook Pro,Legitimate
115452,2024-01-11 17:32:00,447.91,Credit Card,192.168.226.44,"Berlin, Germany",Windows 10 PC,Legitimate
115453,2024-01-11 17:33:00,69.49,Debit Card,192.168.30.222,"New York, USA",Windows 10 PC,Legitimate
115454,2024-01-11 17:34:00,21.59,Credit Card,192.168.45.181,"Sydney, Australia",iPhone 12,Legitimate
115455,2024-01-11 17:35:00,64.83,Credit Card,192.168.45.224,"New York, USA",Samsung Galaxy S21,Legitimate
115456,2024-01-11 17:36:00,201.3,PayPal,192.168.4.9,"New York, USA",Samsung Galaxy S21,Legitimate
115457,2024-01-11 17:37:00,2.2,Credit Card,192.168.109.242,"Berlin, Germany",Android Pixel 6,Legitimate
115458,2024-01-11 17:38:00,113.8,Debit Card,192.168.150.6,"Sydney, Australia",MacBook Pro,Legitimate
115459,2024-01-11 17:39:00,79.4,Credit Card,192.168.57.46,"Mumbai, India",Windows 10 PC,Legitimate
115460,2024-01-11 17:40:00,18.58,Net Banking,192.168.91.20,"New York, USA",Samsung Galaxy S21,Legitimate
115461,2024-01-11 17:41:00,170.09,Credit Card,192.168.158.232,"New York, USA",Windows 10 PC,Legitimate
115462,2024-01-11 17:42:00,46.03,Net Banking,192.168.154.156,"Sydney, Australia",Android Pixel 6,Legitimate
115463,2024-01-11 17:43:00,34.79,Debit Card,192.168.137.71,"Mumbai, India",Windows 10 PC,Legitimate
115464,2024-01-11 17:44:00,176.1,Net Banking,192.168.136.138,"New York, USA",Windows 10 PC,Legitimate
115465,2024-01-11 17:45:00,101.76,Net Banking,192.168.149.103,"New York, USA",iPhone 12,Legitimate
115466,2024-01-11 17:46:00,228.53,Net Banking,192.168.89.49,"Berlin, Germany",iPhone 12,Legitimate
115467,2024-01-11 17:47:00,99.39,Net Banking,192.168.100.167,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115468,2024-01-11 17:48:00,135.02,Net Banking,192.168.65.190,"Tokyo, Japan",Android Pixel 6,Legitimate
115469,2024-01-11 17:49:00,181.06,Credit Card,192.168.241.146,"Berlin, Germany",MacBook Pro,Legitimate
115470,2024-01-11 17:50:00,5.63,PayPal,192.168.241.115,"Mumbai, India",Samsung Galaxy S21,Legitimate
115471,2024-01-11 17:51:00,149.63,Net Banking,192.168.15.131,"Tokyo, Japan",Android Pixel 6,Legitimate
115472,2024-01-11 17:52:00,95.12,Debit Card,192.168.48.37,"Berlin, Germany",MacBook Pro,Fraudulent
115473,2024-01-11 17:53:00,7.2,Debit Card,192.168.235.134,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115474,2024-01-11 17:54:00,71.05,Credit Card,192.168.182.13,"Berlin, Germany",Windows 10 PC,Legitimate
115475,2024-01-11 17:55:00,8.61,PayPal,192.168.203.84,"Berlin, Germany",Windows 10 PC,Legitimate
115476,2024-01-11 17:56:00,133.16,PayPal,192.168.243.33,"Berlin, Germany",Windows 10 PC,Legitimate
115477,2024-01-11 17:57:00,79.08,Net Banking,192.168.148.126,"New York, USA",MacBook Pro,Legitimate
115478,2024-01-11 17:58:00,306.99,Debit Card,192.168.163.231,"Sydney, Australia",Windows 10 PC,Legitimate
115479,2024-01-11 17:59:00,20.23,Debit Card,192.168.62.41,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
115480,2024-01-11 18:00:00,93.15,Credit Card,192.168.176.70,"New York, USA",iPhone 12,Legitimate
115481,2024-01-11 18:01:00,23.77,Net Banking,192.168.84.137,"Sydney, Australia",Android Pixel 6,Legitimate
115482,2024-01-11 18:02:00,95.21,Debit Card,192.168.20.112,"Tokyo, Japan",iPhone 12,Legitimate
115483,2024-01-11 18:03:00,128.25,Net Banking,192.168.207.62,"Berlin, Germany",Samsung Galaxy S21,Fraudulent
115484,2024-01-11 18:04:00,128.12,PayPal,192.168.88.76,"New York, USA",Android Pixel 6,Legitimate
115485,2024-01-11 18:05:00,168.78,Net Banking,192.168.126.118,"Tokyo, Japan",Android Pixel 6,Legitimate
115486,2024-01-11 18:06:00,192.11,Net Banking,192.168.49.26,"Berlin, Germany",Android Pixel 6,Legitimate
115487,2024-01-11 18:07:00,8.04,Credit Card,192.168.228.135,"New York, USA",MacBook Pro,Fraudulent
115488,2024-01-11 18:08:00,42.05,Credit Card,192.168.157.222,"Tokyo, Japan",Android Pixel 6,Legitimate
115489,2024-01-11 18:09:00,116.19,PayPal,192.168.122.198,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
115490,2024-01-11 18:10:00,69.03,PayPal,192.168.29.17,"New York, USA",Android Pixel 6,Legitimate
115491,2024-01-11 18:11:00,21.16,Net Banking,192.168.22.37,"New York, USA",Android Pixel 6,Legitimate
115492,2024-01-11 18:12:00,80.45,Debit Card,192.168.251.236,"Tokyo, Japan",MacBook Pro,Legitimate
115493,2024-01-11 18:13:00,52.33,Net Banking,192.168.247.104,"Mumbai, India",Windows 10 PC,Legitimate
115494,2024-01-11 18:14:00,49.44,PayPal,192.168.29.118,"Berlin, Germany",MacBook Pro,Legitimate
115495,2024-01-11 18:15:00,165.94,Credit Card,192.168.29.199,"Tokyo, Japan",MacBook Pro,Legitimate
115496,2024-01-11 18:16:00,52.36,Credit Card,192.168.203.73,"New York, USA",Windows 10 PC,Legitimate
115497,2024-01-11 18:17:00,2.68,PayPal,192.168.70.166,"Tokyo, Japan",MacBook Pro,Legitimate
115498,2024-01-11 18:18:00,5.98,Net Banking,192.168.16.223,"New York, USA",iPhone 12,Legitimate
115499,2024-01-11 18:19:00,193.96,Debit Card,192.168.68.105,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115500,2024-01-11 18:20:00,323.4,Credit Card,192.168.212.222,"New York, USA",MacBook Pro,Legitimate
115501,2024-01-11 18:21:00,116.61,Net Banking,192.168.179.78,"New York, USA",Windows 10 PC,Legitimate
115502,2024-01-11 18:22:00,45.31,Debit Card,192.168.140.237,"Mumbai, India",iPhone 12,Legitimate
115503,2024-01-11 18:23:00,279.04,PayPal,192.168.240.6,"New York, USA",iPhone 12,Legitimate
115504,2024-01-11 18:24:00,108.71,Net Banking,192.168.215.244,"Sydney, Australia",Windows 10 PC,Legitimate
115505,2024-01-11 18:25:00,186.0,Debit Card,192.168.67.59,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115506,2024-01-11 18:26:00,145.18,Net Banking,192.168.104.210,"Mumbai, India",MacBook Pro,Legitimate
115507,2024-01-11 18:27:00,47.66,Credit Card,192.168.173.34,"Berlin, Germany",Android Pixel 6,Legitimate
115508,2024-01-11 18:28:00,65.14,PayPal,192.168.28.99,"Berlin, Germany",Windows 10 PC,Legitimate
115509,2024-01-11 18:29:00,20.6,Credit Card,192.168.118.33,"New York, USA",MacBook Pro,Legitimate
115510,2024-01-11 18:30:00,34.53,Credit Card,192.168.135.193,"Mumbai, India",Samsung Galaxy S21,Legitimate
115511,2024-01-11 18:31:00,150.56,Net Banking,192.168.3.65,"Mumbai, India",iPhone 12,Fraudulent
115512,2024-01-11 18:32:00,224.41,PayPal,192.168.93.56,"Mumbai, India",MacBook Pro,Legitimate
115513,2024-01-11 18:33:00,128.9,Net Banking,192.168.92.131,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115514,2024-01-11 18:34:00,62.58,Debit Card,192.168.84.200,"Berlin, Germany",MacBook Pro,Legitimate
115515,2024-01-11 18:35:00,9.05,PayPal,192.168.193.147,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115516,2024-01-11 18:36:00,5.86,Credit Card,192.168.245.112,"Berlin, Germany",Android Pixel 6,Legitimate
115517,2024-01-11 18:37:00,46.89,Credit Card,192.168.96.54,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
115518,2024-01-11 18:38:00,62.33,Credit Card,192.168.5.28,"New York, USA",MacBook Pro,Legitimate
115519,2024-01-11 18:39:00,93.94,Net Banking,192.168.79.99,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
115520,2024-01-11 18:40:00,0.65,Net Banking,192.168.132.164,"New York, USA",iPhone 12,Legitimate
115521,2024-01-11 18:41:00,457.78,Net Banking,192.168.136.223,"New York, USA",iPhone 12,Legitimate
115522,2024-01-11 18:42:00,45.25,PayPal,192.168.36.225,"Mumbai, India",Windows 10 PC,Legitimate
115523,2024-01-11 18:43:00,188.45,PayPal,192.168.166.62,"Sydney, Australia",iPhone 12,Legitimate
115524,2024-01-11 18:44:00,76.56,PayPal,192.168.238.249,"Sydney, Australia",iPhone 12,Legitimate
115525,2024-01-11 18:45:00,13.98,PayPal,192.168.184.246,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115526,2024-01-11 18:46:00,159.73,Debit Card,192.168.39.220,"Mumbai, India",MacBook Pro,Legitimate
115527,2024-01-11 18:47:00,123.73,Credit Card,192.168.63.222,"Sydney, Australia",Windows 10 PC,Legitimate
115528,2024-01-11 18:48:00,74.96,Net Banking,192.168.121.130,"Berlin, Germany",MacBook Pro,Legitimate
115529,2024-01-11 18:49:00,72.27,Net Banking,192.168.42.124,"Berlin, Germany",Android Pixel 6,Legitimate
115530,2024-01-11 18:50:00,9.15,Debit Card,192.168.24.54,"Berlin, Germany",iPhone 12,Legitimate
115531,2024-01-11 18:51:00,106.67,Credit Card,192.168.105.35,"Sydney, Australia",MacBook Pro,Legitimate
115532,2024-01-11 18:52:00,242.19,Credit Card,192.168.107.185,"New York, USA",Windows 10 PC,Legitimate
115533,2024-01-11 18:53:00,9.79,Debit Card,192.168.204.102,"Mumbai, India",Android Pixel 6,Legitimate
115534,2024-01-11 18:54:00,30.59,PayPal,192.168.18.186,"Mumbai, India",Samsung Galaxy S21,Legitimate
115535,2024-01-11 18:55:00,232.59,Credit Card,192.168.143.233,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115536,2024-01-11 18:56:00,33.46,PayPal,192.168.93.230,"Berlin, Germany",MacBook Pro,Legitimate
115537,2024-01-11 18:57:00,106.12,Debit Card,192.168.98.129,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115538,2024-01-11 18:58:00,76.53,Net Banking,192.168.127.192,"Berlin, Germany",Windows 10 PC,Legitimate
115539,2024-01-11 18:59:00,90.72,Net Banking,192.168.58.245,"Berlin, Germany",iPhone 12,Legitimate
115540,2024-01-11 19:00:00,53.75,Net Banking,192.168.47.236,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115541,2024-01-11 19:01:00,35.67,Net Banking,192.168.125.2,"Mumbai, India",MacBook Pro,Legitimate
115542,2024-01-11 19:02:00,4.98,Credit Card,192.168.153.91,"Berlin, Germany",MacBook Pro,Legitimate
115543,2024-01-11 19:03:00,136.37,PayPal,192.168.218.141,"New York, USA",Samsung Galaxy S21,Legitimate
115544,2024-01-11 19:04:00,137.08,Net Banking,192.168.241.234,"Tokyo, Japan",Windows 10 PC,Legitimate
115545,2024-01-11 19:05:00,111.09,Net Banking,192.168.114.151,"Sydney, Australia",MacBook Pro,Legitimate
115546,2024-01-11 19:06:00,103.18,Net Banking,192.168.162.115,"Sydney, Australia",MacBook Pro,Legitimate
115547,2024-01-11 19:07:00,27.93,Debit Card,192.168.225.254,"Mumbai, India",MacBook Pro,Legitimate
115548,2024-01-11 19:08:00,2.26,Credit Card,192.168.215.5,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115549,2024-01-11 19:09:00,165.4,Debit Card,192.168.248.189,"Berlin, Germany",Android Pixel 6,Legitimate
115550,2024-01-11 19:10:00,67.56,PayPal,192.168.222.247,"New York, USA",Samsung Galaxy S21,Legitimate
115551,2024-01-11 19:11:00,36.65,Net Banking,192.168.220.35,"Mumbai, India",iPhone 12,Legitimate
115552,2024-01-11 19:12:00,10.75,Credit Card,192.168.28.140,"Mumbai, India",MacBook Pro,Legitimate
115553,2024-01-11 19:13:00,6.48,Credit Card,192.168.135.142,"New York, USA",Android Pixel 6,Legitimate
115554,2024-01-11 19:14:00,42.9,Credit Card,192.168.32.250,"Berlin, Germany",MacBook Pro,Legitimate
115555,2024-01-11 19:15:00,163.34,Debit Card,192.168.88.143,"Mumbai, India",Samsung Galaxy S21,Legitimate
115556,2024-01-11 19:16:00,250.99,Debit Card,192.168.84.179,"New York, USA",MacBook Pro,Legitimate
115557,2024-01-11 19:17:00,227.06,Debit Card,192.168.100.236,"Berlin, Germany",Android Pixel 6,Legitimate
115558,2024-01-11 19:18:00,252.57,Debit Card,192.168.80.161,"New York, USA",Windows 10 PC,Legitimate
115559,2024-01-11 19:19:00,238.3,PayPal,192.168.204.33,"Berlin, Germany",Windows 10 PC,Legitimate
115560,2024-01-11 19:20:00,74.91,Net Banking,192.168.126.170,"Sydney, Australia",iPhone 12,Legitimate
115561,2024-01-11 19:21:00,24.77,Net Banking,192.168.188.206,"New York, USA",Android Pixel 6,Legitimate
115562,2024-01-11 19:22:00,159.97,Debit Card,192.168.104.21,"Berlin, Germany",Windows 10 PC,Legitimate
115563,2024-01-11 19:23:00,24.04,Debit Card,192.168.50.3,"Tokyo, Japan",Android Pixel 6,Legitimate
115564,2024-01-11 19:24:00,31.09,Debit Card,192.168.252.176,"Sydney, Australia",Samsung Galaxy S21,Legitimate
115565,2024-01-11 19:25:00,26.56,PayPal,192.168.238.166,"Mumbai, India",MacBook Pro,Legitimate
115566,2024-01-11 19:26:00,72.36,PayPal,192.168.214.204,"New York, USA",Android Pixel 6,Legitimate
115567,2024-01-11 19:27:00,38.84,Credit Card,192.168.199.0,"Berlin, Germany",MacBook Pro,Legitimate
115568,2024-01-11 19:28:00,16.74,Net Banking,192.168.168.177,"Mumbai, India",Samsung Galaxy S21,Fraudulent
115569,2024-01-11 19:29:00,60.36,Debit Card,192.168.252.208,"Mumbai, India",iPhone 12,Legitimate
115570,2024-01-11 19:30:00,207.07,Credit Card,192.168.16.7,"Mumbai, India",Samsung Galaxy S21,Legitimate
115571,2024-01-11 19:31:00,84.53,Net Banking,192.168.66.92,"Mumbai, India",MacBook Pro,Legitimate
115572,2024-01-11 19:32:00,210.65,Credit Card,192.168.117.85,"Berlin, Germany",Samsung Galaxy S21,Legitimate
115573,2024-01-11 19:33:00,21.8,PayPal,192.168.234.65,"Berlin, Germany",iPhone 12,Fraudulent
115574,2024-01-11 19:34:00,18.27,PayPal,192.168.1.239,"Tokyo, Japan",MacBook Pro,Legitimate
115575,2024-01-11 19:35:00,85.7,Credit Card,192.168.16.72,"Tokyo, Japan",iPhone 12,Legitimate
115576,2024-01-11 19:36:00,62.24,Credit Card,192.168.160.220,"Berlin, Germany",iPhone 12,Legitimate
115577,2024-01-11 19:37:00,107.93,Net Banking,192.168.220.181,"Berlin, Germany",Android Pixel 6,Legitimate
115578,2024-01-11 19:38:00,158.29,Debit Card,192.168.107.248,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
